"Gemeindenamen","BFS-Nr.","Listen-Nr.","Liste","Wahlkreis-Nr.","Wahlkreis","Stimmen","Stimmenanteil","+/- (Stimmenanteil)","Stimmenzusatz","Wähler","Wähleranteil","+/- (Wähleranteil)","Stimmenanteil 2015","Wähleranteil 2015"
"Wildberg","182","3","FDP","13","Wahlkreis XIII, Pfäffikon","152","7.26","1.02","0","22","7.26","1.02","6.25","6.25"
"Wildberg","182","4","GLP","13","Wahlkreis XIII, Pfäffikon","170","8.12","1.19","0","24","8.12","1.19","6.94","6.94"
"Wildberg","182","5","Grüne","13","Wahlkreis XIII, Pfäffikon","177","8.46","4.55","0","25","8.46","4.55","3.9","3.9"
"Wildberg","182","6","CVP","13","Wahlkreis XIII, Pfäffikon","28","1.34","0.24","0","4","1.34","0.24","1.1","1.1"
"Wildberg","182","7","EVP","13","Wahlkreis XIII, Pfäffikon","160","7.64","-1.5","4","23","7.64","-1.5","9.14","9.14"
"Wildberg","182","8","AL","13","Wahlkreis XIII, Pfäffikon","62","2.96","2.64","0","9","2.96","2.64","0.32","0.32"
"Wildberg","182","9","BDP","13","Wahlkreis XIII, Pfäffikon","80","3.82","0.15","0","11","3.82","0.15","3.67","3.67"
"Wildberg","182","10","EDU","13","Wahlkreis XIII, Pfäffikon","63","3.01","-0.02","0","9","3.01","-0.02","3.03","3.03"
"Winkel","72","1","SVP","17","Wahlkreis XVII, Bülach","7328","38.52","-3.76","118","407","38.52","-3.76","42.28","42.28"
"Winkel","72","2","SP","17","Wahlkreis XVII, Bülach","1487","7.82","-2.01","14","83","7.82","-2.01","9.82","9.82"
"Winkel","72","3","FDP","17","Wahlkreis XVII, Bülach","4794","25.2","-0.79","109","266","25.2","-0.79","25.99","25.99"
"Winkel","72","4","GLP","17","Wahlkreis XVII, Bülach","1909","10.03","5.22","22","106","10.03","5.22","4.81","4.81"
"Winkel","72","5","Grüne","17","Wahlkreis XVII, Bülach","1182","6.21","3.67","11","66","6.21","3.67","2.54","2.54"
"Winkel","72","6","CVP","17","Wahlkreis XVII, Bülach","643","3.38","0.38","16","36","3.38","0.38","3","3"
"Winkel","72","7","EVP","17","Wahlkreis XVII, Bülach","728","3.83","-0.37","2","40","3.83","-0.37","4.2","4.2"
"Winkel","72","8","AL","17","Wahlkreis XVII, Bülach","178","0.94","0.59","0","10","0.94","0.59","0.34","0.34"
"Winkel","72","9","BDP","17","Wahlkreis XVII, Bülach","301","1.58","-1.5","0","17","1.58","-1.5","3.09","3.09"
"Winkel","72","10","EDU","17","Wahlkreis XVII, Bülach","476","2.5","-0.85","1","26","2.5","-0.85","3.35","3.35"
"Winterthur Altstadt","10230","1","SVP","14","Wahlkreis XIV, Stadt Winterthur","8094","10.53","-2.51","112","623","10.53","-2.51","13.03","13.03"
"Winterthur Altstadt","10230","2","SP","14","Wahlkreis XIV, Stadt Winterthur","21314","27.72","0.31","169","1640","27.72","0.31","27.41","27.41"
"Winterthur Altstadt","10230","3","FDP","14","Wahlkreis XIV, Stadt Winterthur","9386","12.21","-3.27","165","722","12.21","-3.27","15.47","15.47"
"Winterthur Altstadt","10230","4","GLP","14","Wahlkreis XIV, Stadt Winterthur","12981","16.88","5.89","82","999","16.88","5.89","10.99","10.99"
"Winterthur Altstadt","10230","5","Grüne","14","Wahlkreis XIV, Stadt Winterthur","13447","17.49","5.96","59","1034","17.49","5.96","11.53","11.53"
"Winterthur Altstadt","10230","6","CVP","14","Wahlkreis XIV, Stadt Winterthur","2445","3.18","-1.55","31","188","3.18","-1.55","4.73","4.73"
"Winterthur Altstadt","10230","7","EVP","14","Wahlkreis XIV, Stadt Winterthur","3148","4.09","-1.62","10","242","4.09","-1.62","5.72","5.72"
"Winterthur Altstadt","10230","8","AL","14","Wahlkreis XIV, Stadt Winterthur","4512","5.87","-0.09","47","347","5.87","-0.09","5.96","5.96"
"Winterthur Altstadt","10230","9","BDP","14","Wahlkreis XIV, Stadt Winterthur","828","1.08","-0.59","38","64","1.08","-0.59","1.67","1.67"
"Winterthur Altstadt","10230","10","EDU","14","Wahlkreis XIV, Stadt Winterthur","740","0.96","-0.28","0","57","0.96","-0.28","1.24","1.24"
"Winterthur Mattenbach","70230","1","SVP","14","Wahlkreis XIV, Stadt Winterthur","5361","16.58","-4.37","84","412","16.58","-4.37","20.95","20.95"
"Winterthur Mattenbach","70230","2","SP","14","Wahlkreis XIV, Stadt Winterthur","9636","29.8","2.56","161","741","29.8","2.56","27.24","27.24"
"Winterthur Mattenbach","70230","3","FDP","14","Wahlkreis XIV, Stadt Winterthur","2357","7.29","-1.73","10","181","7.29","-1.73","9.02","9.02"
"Winterthur Mattenbach","70230","4","GLP","14","Wahlkreis XIV, Stadt Winterthur","3833","11.86","5.01","29","295","11.86","5.01","6.85","6.85"
"Winterthur Mattenbach","70230","5","Grüne","14","Wahlkreis XIV, Stadt Winterthur","5685","17.58","7.31","21","437","17.58","7.31","10.27","10.27"
"Winterthur Mattenbach","70230","6","CVP","14","Wahlkreis XIV, Stadt Winterthur","1129","3.49","-2.64","1","87","3.49","-2.64","6.13","6.13"
"Winterthur Mattenbach","70230","7","EVP","14","Wahlkreis XIV, Stadt Winterthur","1545","4.78","-3.1","23","119","4.78","-3.1","7.88","7.88"
"Winterthur Mattenbach","70230","8","AL","14","Wahlkreis XIV, Stadt Winterthur","1647","5.09","0.99","11","127","5.09","0.99","4.11","4.11"
"Winterthur Mattenbach","70230","9","BDP","14","Wahlkreis XIV, Stadt Winterthur","565","1.75","-1.05","1","43","1.75","-1.05","2.8","2.8"
"Winterthur Mattenbach","70230","10","EDU","14","Wahlkreis XIV, Stadt Winterthur","573","1.77","-0.73","5","44","1.77","-0.73","2.5","2.5"
"Winterthur O'Winterthur","20230","1","SVP","14","Wahlkreis XIV, Stadt Winterthur","12944","21.66","-2.53","308","996","21.66","-2.53","24.19","24.19"
"Winterthur O'Winterthur","20230","2","SP","14","Wahlkreis XIV, Stadt Winterthur","13205","22.1","0.78","116","1016","22.1","0.78","21.32","21.32"
"Winterthur O'Winterthur","20230","3","FDP","14","Wahlkreis XIV, Stadt Winterthur","6352","10.63","-1.87","119","489","10.63","-1.87","12.5","12.5"
"Winterthur O'Winterthur","20230","4","GLP","14","Wahlkreis XIV, Stadt Winterthur","8080","13.52","4.9","28","622","13.52","4.9","8.63","8.63"
"Winterthur O'Winterthur","20230","5","Grüne","14","Wahlkreis XIV, Stadt Winterthur","9172","15.35","5.72","51","706","15.35","5.72","9.63","9.63"
"Winterthur O'Winterthur","20230","6","CVP","14","Wahlkreis XIV, Stadt Winterthur","2242","3.75","-1.68","9","172","3.75","-1.68","5.43","5.43"
"Winterthur O'Winterthur","20230","7","EVP","14","Wahlkreis XIV, Stadt Winterthur","3876","6.49","-1.4","19","298","6.49","-1.4","7.89","7.89"
"Winterthur O'Winterthur","20230","8","AL","14","Wahlkreis XIV, Stadt Winterthur","1705","2.85","-0.06","5","131","2.85","-0.06","2.91","2.91"
"Winterthur O'Winterthur","20230","9","BDP","14","Wahlkreis XIV, Stadt Winterthur","920","1.54","-1.4","6","71","1.54","-1.4","2.94","2.94"
"Winterthur O'Winterthur","20230","10","EDU","14","Wahlkreis XIV, Stadt Winterthur","1252","2.1","-0.9","16","96","2.1","-0.9","3","3"
"Winterthur Seen","30230","1","SVP","14","Wahlkreis XIV, Stadt Winterthur","15100","25.9","-2.64","154","1162","25.9","-2.64","28.54","28.54"
"Winterthur Seen","30230","2","SP","14","Wahlkreis XIV, Stadt Winterthur","10157","17.42","-0.93","169","781","17.42","-0.93","18.36","18.36"
"Winterthur Seen","30230","3","FDP","14","Wahlkreis XIV, Stadt Winterthur","7109","12.2","-1.45","100","547","12.2","-1.45","13.65","13.65"
"Winterthur Seen","30230","4","GLP","14","Wahlkreis XIV, Stadt Winterthur","7960","13.66","6.04","83","612","13.66","6.04","7.62","7.62"
"Winterthur Seen","30230","5","Grüne","14","Wahlkreis XIV, Stadt Winterthur","5888","10.1","4.07","37","453","10.1","4.07","6.03","6.03"
"Winterthur Seen","30230","6","CVP","14","Wahlkreis XIV, Stadt Winterthur","3122","5.36","-0.65","53","240","5.36","-0.65","6","6"
"Winterthur Seen","30230","7","EVP","14","Wahlkreis XIV, Stadt Winterthur","4534","7.78","-1.15","50","349","7.78","-1.15","8.93","8.93"
"Winterthur Seen","30230","8","AL","14","Wahlkreis XIV, Stadt Winterthur","1216","2.09","0.22","1","94","2.09","0.22","1.86","1.86"
"Winterthur Seen","30230","9","BDP","14","Wahlkreis XIV, Stadt Winterthur","1296","2.22","-1.6","29","100","2.22","-1.6","3.82","3.82"
"Winterthur Seen","30230","10","EDU","14","Wahlkreis XIV, Stadt Winterthur","1910","3.28","-0.56","18","147","3.28","-0.56","3.84","3.84"
"Winterthur Töss","40230","1","SVP","14","Wahlkreis XIV, Stadt Winterthur","4626","22.01","-4.39","78","356","22.01","-4.39","26.4","26.4"
"Winterthur Töss","40230","2","SP","14","Wahlkreis XIV, Stadt Winterthur","5432","25.84","1.1","70","418","25.84","1.1","24.74","24.74"
"Winterthur Töss","40230","3","FDP","14","Wahlkreis XIV, Stadt Winterthur","2157","10.26","-0.61","50","166","10.26","-0.61","10.87","10.87"
"Winterthur Töss","40230","4","GLP","14","Wahlkreis XIV, Stadt Winterthur","2481","11.8","5.41","1","191","11.8","5.41","6.39","6.39"
"Winterthur Töss","40230","5","Grüne","14","Wahlkreis XIV, Stadt Winterthur","2908","13.83","6.67","3","224","13.83","6.67","7.16","7.16"
"Winterthur Töss","40230","6","CVP","14","Wahlkreis XIV, Stadt Winterthur","600","2.85","-1.67","0","46","2.85","-1.67","4.52","4.52"
"Winterthur Töss","40230","7","EVP","14","Wahlkreis XIV, Stadt Winterthur","892","4.24","-4.39","1","69","4.24","-4.39","8.63","8.63"
"Winterthur Töss","40230","8","AL","14","Wahlkreis XIV, Stadt Winterthur","1030","4.9","0.61","0","79","4.9","0.61","4.29","4.29"
"Winterthur Töss","40230","9","BDP","14","Wahlkreis XIV, Stadt Winterthur","456","2.17","-0.97","12","35","2.17","-0.97","3.14","3.14"
"Winterthur Töss","40230","10","EDU","14","Wahlkreis XIV, Stadt Winterthur","439","2.09","0.29","0","34","2.09","0.29","1.8","1.8"
"Winterthur Veltheim","50230","1","SVP","14","Wahlkreis XIV, Stadt Winterthur","4887","13.1","-3.34","98","376","13.1","-3.34","16.44","16.44"
"Winterthur Veltheim","50230","2","SP","14","Wahlkreis XIV, Stadt Winterthur","9096","24.38","-5.09","69","700","24.38","-5.09","29.47","29.47"
"Winterthur Veltheim","50230","3","FDP","14","Wahlkreis XIV, Stadt Winterthur","3345","8.97","-1.81","55","257","8.97","-1.81","10.78","10.78"
"Winterthur Veltheim","50230","4","GLP","14","Wahlkreis XIV, Stadt Winterthur","6778","18.17","10.09","60","521","18.17","10.09","8.08","8.08"
"Winterthur Veltheim","50230","5","Grüne","14","Wahlkreis XIV, Stadt Winterthur","7261","19.46","6.87","42","559","19.46","6.87","12.59","12.59"
"Winterthur Veltheim","50230","6","CVP","14","Wahlkreis XIV, Stadt Winterthur","1133","3.04","-1.62","19","87","3.04","-1.62","4.66","4.66"
"Winterthur Veltheim","50230","7","EVP","14","Wahlkreis XIV, Stadt Winterthur","2222","5.96","-1.89","21","171","5.96","-1.89","7.85","7.85"
"Winterthur Veltheim","50230","8","AL","14","Wahlkreis XIV, Stadt Winterthur","1860","4.99","0.17","3","143","4.99","0.17","4.81","4.81"
"Winterthur Veltheim","50230","9","BDP","14","Wahlkreis XIV, Stadt Winterthur","458","1.23","-1.33","8","35","1.23","-1.33","2.56","2.56"
"Winterthur Veltheim","50230","10","EDU","14","Wahlkreis XIV, Stadt Winterthur","270","0.72","-0.47","17","21","0.72","-0.47","1.2","1.2"
"Winterthur Wülflingen","60230","1","SVP","14","Wahlkreis XIV, Stadt Winterthur","9879","25.48","-2.45","200","760","25.48","-2.45","27.92","27.92"
"Winterthur Wülflingen","60230","2","SP","14","Wahlkreis XIV, Stadt Winterthur","9399","24.24","0.05","84","723","24.24","0.05","24.18","24.18"
"Winterthur Wülflingen","60230","3","FDP","14","Wahlkreis XIV, Stadt Winterthur","3997","10.31","-1.21","110","307","10.31","-1.21","11.52","11.52"
"Winterthur Wülflingen","60230","4","GLP","14","Wahlkreis XIV, Stadt Winterthur","5095","13.14","6.64","13","392","13.14","6.64","6.5","6.5"
"Winterthur Wülflingen","60230","5","Grüne","14","Wahlkreis XIV, Stadt Winterthur","4791","12.35","5.92","18","369","12.35","5.92","6.44","6.44"
"Winterthur Wülflingen","60230","6","CVP","14","Wahlkreis XIV, Stadt Winterthur","1577","4.07","-2.52","20","121","4.07","-2.52","6.59","6.59"
"Winterthur Wülflingen","60230","7","EVP","14","Wahlkreis XIV, Stadt Winterthur","1747","4.51","-3.16","9","134","4.51","-3.16","7.66","7.66"
"Winterthur Wülflingen","60230","8","AL","14","Wahlkreis XIV, Stadt Winterthur","945","2.44","-0.34","12","73","2.44","-0.34","2.77","2.77"
"Winterthur Wülflingen","60230","9","BDP","14","Wahlkreis XIV, Stadt Winterthur","696","1.79","-1.57","10","54","1.79","-1.57","3.37","3.37"
"Winterthur Wülflingen","60230","10","EDU","14","Wahlkreis XIV, Stadt Winterthur","653","1.68","-0.12","2","50","1.68","-0.12","1.8","1.8"
"Wädenswil","293","1","SVP","9","Wahlkreis IX, Horgen","22145","26.26","-5.44","366","1476","26.26","-5.44","31.7","31.7"
"Wädenswil","293","2","SP","9","Wahlkreis IX, Horgen","14957","17.73","1.49","150","997","17.73","1.49","16.25","16.25"
"Wädenswil","293","3","FDP","9","Wahlkreis IX, Horgen","13483","15.99","-0.06","248","899","15.99","-0.06","16.04","16.04"
"Wädenswil","293","4","GLP","9","Wahlkreis IX, Horgen","8262","9.8","3.7","86","551","9.8","3.7","6.1","6.1"
"Wädenswil","293","5","Grüne","9","Wahlkreis IX, Horgen","9431","11.18","4.02","48","629","11.18","4.02","7.16","7.16"
"Wädenswil","293","6","CVP","9","Wahlkreis IX, Horgen","5931","7.03","-2.98","193","395","7.03","-2.98","10.01","10.01"
"Wädenswil","293","7","EVP","9","Wahlkreis IX, Horgen","5629","6.67","0.15","74","375","6.67","0.15","6.52","6.52"
"Wädenswil","293","8","AL","9","Wahlkreis IX, Horgen","1182","1.4","0.32","19","79","1.4","0.32","1.08","1.08"
"Wädenswil","293","9","BDP","9","Wahlkreis IX, Horgen","1476","1.75","-0.99","23","98","1.75","-0.99","2.74","2.74"
"Wädenswil","293","10","EDU","9","Wahlkreis IX, Horgen","1849","2.19","0.15","4","123","2.19","0.15","2.04","2.04"
"Zell","231","1","SVP","15","Wahlkreis XV, Winterthur-Land","2294","28.5","-3.33","21","328","28.5","-3.33","31.82","31.82"
"Zell","231","2","SP","15","Wahlkreis XV, Winterthur-Land","1158","14.39","-1.61","11","165","14.39","-1.61","15.99","15.99"
"Zell","231","3","FDP","15","Wahlkreis XV, Winterthur-Land","696","8.65","0.15","17","99","8.65","0.15","8.5","8.5"
"Zell","231","4","GLP","15","Wahlkreis XV, Winterthur-Land","812","10.09","4.35","16","116","10.09","4.35","5.73","5.73"
"Zell","231","5","Grüne","15","Wahlkreis XV, Winterthur-Land","747","9.28","4.1","3","107","9.28","4.1","5.18","5.18"
"Zell","231","6","CVP","15","Wahlkreis XV, Winterthur-Land","238","2.96","-0.62","7","34","2.96","-0.62","3.58","3.58"
"Zell","231","7","EVP","15","Wahlkreis XV, Winterthur-Land","1553","19.29","1.51","35","222","19.29","1.51","17.78","17.78"
"Zell","231","8","AL","15","Wahlkreis XV, Winterthur-Land","95","1.18","-0.22","5","14","1.18","-0.22","1.4","1.4"
"Zell","231","9","BDP","15","Wahlkreis XV, Winterthur-Land","152","1.89","-3.18","1","22","1.89","-3.18","5.07","5.07"
"Zell","231","10","EDU","15","Wahlkreis XV, Winterthur-Land","305","3.79","-0.37","0","44","3.79","-0.37","4.16","4.16"
"Zollikon","161","1","SVP","10","Wahlkreis X, Meilen","8321","21.79","-2.62","138","693","21.79","-2.62","24.41","24.41"
"Zollikon","161","2","SP","10","Wahlkreis X, Meilen","5385","14.1","-0.91","62","449","14.1","-0.91","15.01","15.01"
"Zollikon","161","3","FDP","10","Wahlkreis X, Meilen","12910","33.81","-5.62","170","1076","33.81","-5.62","39.43","39.43"
"Zollikon","161","4","GLP","10","Wahlkreis X, Meilen","5937","15.55","7.71","86","495","15.55","7.71","7.84","7.84"
"Zollikon","161","5","Grüne","10","Wahlkreis X, Meilen","2618","6.86","2.47","23","218","6.86","2.47","4.39","4.39"
"Zollikon","161","6","CVP","10","Wahlkreis X, Meilen","1301","3.41","0.31","7","108","3.41","0.31","3.1","3.1"
"Zollikon","161","7","EVP","10","Wahlkreis X, Meilen","873","2.29","0.26","4","73","2.29","0.26","2.02","2.02"
"Zollikon","161","8","AL","10","Wahlkreis X, Meilen","319","0.84","-0.61","2","27","0.84","-0.61","1.44","1.44"
"Zollikon","161","9","BDP","10","Wahlkreis X, Meilen","226","0.59","-0.78","0","19","0.59","-0.78","1.37","1.37"
"Zollikon","161","10","EDU","10","Wahlkreis X, Meilen","294","0.77","-0.22","0","25","0.77","-0.22","0.99","0.99"
"Zumikon","160","1","SVP","10","Wahlkreis X, Meilen","4628","27.57","-3.22","80","386","27.57","-3.22","30.79","30.79"
"Zumikon","160","2","SP","10","Wahlkreis X, Meilen","1346","8.02","-1.63","3","112","8.02","-1.63","9.64","9.64"
"Zumikon","160","3","FDP","10","Wahlkreis X, Meilen","6006","35.78","-2.59","95","501","35.78","-2.59","38.36","38.36"
"Zumikon","160","4","GLP","10","Wahlkreis X, Meilen","2180","12.99","5.49","33","182","12.99","5.49","7.49","7.49"
"Zumikon","160","5","Grüne","10","Wahlkreis X, Meilen","1252","7.46","3.84","5","104","7.46","3.84","3.62","3.62"
"Zumikon","160","6","CVP","10","Wahlkreis X, Meilen","740","4.41","-0.58","14","62","4.41","-0.58","4.99","4.99"
"Zumikon","160","7","EVP","10","Wahlkreis X, Meilen","168","1","-0.63","0","14","1","-0.63","1.63","1.63"
"Zumikon","160","8","AL","10","Wahlkreis X, Meilen","152","0.91","0.01","0","13","0.91","0.01","0.89","0.89"
"Zumikon","160","9","BDP","10","Wahlkreis X, Meilen","168","1","-0.44","0","14","1","-0.44","1.44","1.44"
"Zumikon","160","10","EDU","10","Wahlkreis X, Meilen","148","0.88","-0.26","0","12","0.88","-0.26","1.14","1.14"
"Zürich, Kreis 1+2","10261","1","SVP","1","Wahlkreis I, Stadt Zürich 1+2","5662","13.21","-4.43","82","1132","13.21","-4.43","17.64","17.64"
"Zürich, Kreis 1+2","10261","2","SP","1","Wahlkreis I, Stadt Zürich 1+2","10910","25.45","-1.19","61","2182","25.45","-1.19","26.65","26.65"
"Zürich, Kreis 1+2","10261","3","FDP","1","Wahlkreis I, Stadt Zürich 1+2","7360","17.17","-5.08","129","1472","17.17","-5.08","22.25","22.25"
"Zürich, Kreis 1+2","10261","4","GLP","1","Wahlkreis I, Stadt Zürich 1+2","5902","13.77","5.06","53","1180","13.77","5.06","8.71","8.71"
"Zürich, Kreis 1+2","10261","5","Grüne","1","Wahlkreis I, Stadt Zürich 1+2","7844","18.3","6.36","47","1569","18.3","6.36","11.95","11.95"
"Zürich, Kreis 1+2","10261","6","CVP","1","Wahlkreis I, Stadt Zürich 1+2","1733","4.04","-0.65","29","347","4.04","-0.65","4.69","4.69"
"Zürich, Kreis 1+2","10261","7","EVP","1","Wahlkreis I, Stadt Zürich 1+2","595","1.39","-0.28","0","119","1.39","-0.28","1.67","1.67"
"Zürich, Kreis 1+2","10261","8","AL","1","Wahlkreis I, Stadt Zürich 1+2","2416","5.64","0.02","12","483","5.64","0.02","5.61","5.61"
"Zürich, Kreis 1+2","10261","10","EDU","1","Wahlkreis I, Stadt Zürich 1+2","234","0.55","-0.28","2","47","0.55","-0.28","0.83","0.83"
"Zürich, Kreis 1+2","10261","13","PdA","1","Wahlkreis I, Stadt Zürich 1+2","204","0.48","0.48","4","41","0.48","0.48","",""
"Zürich, Kreis 10","70261","1","SVP","4","Wahlkreis IV, Stadt Zürich 6+10","11781","13.09","-5.9","91","1309","13.09","-5.9","18.99","18.99"
"Zürich, Kreis 10","70261","2","SP","4","Wahlkreis IV, Stadt Zürich 6+10","25737","28.6","-0.48","115","2860","28.6","-0.48","29.08","29.08"
"Zürich, Kreis 10","70261","3","FDP","4","Wahlkreis IV, Stadt Zürich 6+10","12321","13.69","-2.45","132","1369","13.69","-2.45","16.14","16.14"
"Zürich, Kreis 10","70261","4","GLP","4","Wahlkreis IV, Stadt Zürich 6+10","11864","13.18","4.82","86","1318","13.18","4.82","8.36","8.36"
"Zürich, Kreis 10","70261","5","Grüne","4","Wahlkreis IV, Stadt Zürich 6+10","14569","16.19","6.84","74","1619","16.19","6.84","9.34","9.34"
"Zürich, Kreis 10","70261","6","CVP","4","Wahlkreis IV, Stadt Zürich 6+10","2632","2.92","-0.86","25","292","2.92","-0.86","3.78","3.78"
"Zürich, Kreis 10","70261","7","EVP","4","Wahlkreis IV, Stadt Zürich 6+10","1770","1.97","-0.31","30","197","1.97","-0.31","2.28","2.28"
"Zürich, Kreis 10","70261","8","AL","4","Wahlkreis IV, Stadt Zürich 6+10","7741","8.6","-0.57","34","860","8.6","-0.57","9.18","9.18"
"Zürich, Kreis 10","70261","9","BDP","4","Wahlkreis IV, Stadt Zürich 6+10","818","0.91","-0.43","43","91","0.91","-0.43","1.34","1.34"
"Zürich, Kreis 10","70261","10","EDU","4","Wahlkreis IV, Stadt Zürich 6+10","280","0.31","-0.29","133","31","0.31","-0.29","0.6","0.6"
"Zürich, Kreis 10","70261","11","Helvida","4","Wahlkreis IV, Stadt Zürich 6+10","27","0.03","0.03","3","3","0.03","0.03","",""
"Zürich, Kreis 10","70261","13","PdA","4","Wahlkreis IV, Stadt Zürich 6+10","460","0.51","0.51","37","51","0.51","0.51","",""
"Zürich, Kreis 11","80261","1","SVP","6","Wahlkreis VI, Stadt Zürich 11+12","24742","18.63","-6.54","190","2062","18.63","-6.54","25.17","25.17"
"Zürich, Kreis 11","80261","2","SP","6","Wahlkreis VI, Stadt Zürich 11+12","35351","26.61","-0.04","288","2946","26.61","-0.04","26.65","26.65"
"Zürich, Kreis 11","80261","3","FDP","6","Wahlkreis VI, Stadt Zürich 11+12","15744","11.85","-0.58","271","1312","11.85","-0.58","12.43","12.43"
